index,data_0,tag_0
2016-11-17,1051,Clear
2016-11-18,1263,Clear
2016-11-19,930,Clear
2016-11-20,1207,Snow
2016-11-21,1219,Snow
2016-11-22,1013,Clear
2016-11-23,1015,Clear
2016-11-24,567,Cloudy
2016-11-25,693,Cloudy
2016-11-26,654,Clear
2016-11-27,664,Clear
2016-11-28,896,Clear
2016-11-29,965,Rain
2016-11-30,971,Rain
2016-12-01,896,Clear
2016-12-02,918,Clear
2016-12-03,755,Clear
2016-12-04,546,Clear
2016-12-05,1041,Clear
2016-12-06,1014,Clear
2016-12-07,872,Cloudy
2016-12-08,919,Clear
2016-12-09,1133,Clear
2016-12-10,916,Clear
2016-12-11,871,Snow
2016-12-12,1112,Cloudy
2016-12-13,904,Clear
2016-12-14,1017,Clear
2016-12-15,1285,Clear
2016-12-16,1186,Clear
2016-12-17,1160,Snow
2016-12-18,712,Cloudy
2016-12-19,808,Clear
2016-12-20,950,Clear
2016-12-21,970,Clear
2016-12-22,925,Clear
2016-12-23,898,Clear
2016-12-24,772,Clear
2016-12-25,452,Clear
2016-12-26,853,Snow
2016-12-27,739,Clear
2016-12-28,707,Clear
2016-12-29,1001,Snow
2016-12-30,918,Clear
2016-12-31,561,Clear
